year,month,CPI,temperature,all sectors,commercial,industrial,date,month_sin,month_cos
2008,8,0.3314969590546317,0.9047315934648844,0.7116356775596617,0.7902238465052536,0.7518803568305055,2008-08-01,0.06698729810778076,0.24999999999999975
2008,9,0.32921342387085595,0.7547209845109271,0.4959601342301212,0.682284148012791,0.6363477348259576,2008-09-01,0.0,0.4999999999999999
2008,10,0.3125579362268163,0.5164438786335668,0.2788875606699983,0.5463499314755595,0.5599965016617103,2008-10-01,0.0669872981077807,0.75
2008,11,0.28129686711031066,0.30299172501591354,0.18216122016908387,0.39221562357240747,0.35774881931082714,2008-11-01,0.24999999999999975,0.9330127018922192
2008,12,0.26473935292300044,0.04731593464884365,0.4024167182751717,0.4793969849246231,0.19726255028861275,2008-12-01,0.4999999999999999,1.0
2009,1,0.2716351769928178,0.029917250159134382,0.4939293995650485,0.5242941982640477,0.15851845373447615,2009-01-01,0.75,0.9330127018922194
2009,2,0.279548417728674,0.15128368342881404,0.2392018204600117,0.3300137048880767,0.0,2009-02-01,0.9330127018922192,0.75
2009,3,0.28343721031886604,0.28071292170591977,0.22160932121613647,0.3930013704888078,0.12301032009795332,2009-03-01,1.0,0.5
2009,4,0.28743904920528474,0.4515170804158711,0.08951075137182607,0.3445043398812244,0.08995102326394955,2009-04-01,0.9330127018922194,0.2500000000000001
2009,5,0.2920814837703201,0.6791852323360916,0.1601687958175506,0.44332571950662397,0.16586496414203244,2009-05-01,0.75,0.06698729810778065
2009,6,0.30592588684819394,0.8253766178654787,0.3779614880532314,0.6191137505710369,0.18904145530872807,2009-06-01,0.5000000000000001,0.0
2009,7,0.3033484312942294,0.9121578612348822,0.610977489090202,0.7377249885792598,0.3075476648591917,2009-07-01,0.2500000000000001,0.06698729810778059
2009,8,0.3069885220327231,0.8964566093783153,0.6611481572163094,0.7825673823663775,0.4740685674304706,2009-08-01,0.06698729810778076,0.24999999999999975
2009,9,0.3080059386987617,0.7795459367706343,0.4142770728616074,0.6203563270899957,0.371917089382543,2009-09-01,0.0,0.4999999999999999
2009,10,0.3095735140064362,0.4426055590918736,0.245430847003586,0.5036637734125171,0.3539006471925834,2009-10-01,0.0669872981077807,0.75
2009,11,0.3107265862279467,0.34373010821133043,0.1089107484913514,0.3280036546368206,0.187204827706839,2009-11-01,0.24999999999999975,0.9330127018922192
2009,12,0.3078552103037933,0.0,0.4123183500640904,0.5030059387848334,0.2517491691446563,2009-12-01,0.4999999999999999,1.0
2010,1,0.3134170880781377,0.02185444515170809,0.5677775697434939,0.4964824120603015,0.18326919713136247,2010-01-01,0.75,0.9330127018922194
2010,2,0.3138240547445532,0.04583068109484412,0.3271211095588551,0.3617359524897215,0.12388490467028125,2010-02-01,0.9330127018922192,0.75
